universe,period,factor_id,name,intro,algorithmIntro,compound_return_1q,annual_return_1q,annual_ex_return_1q,max_drawdown_1q,sharpe_1q,turnover_mean_1q,compound_return_5q,annual_return_5q,annual_ex_return_5q,max_drawdown_5q,sharpe_5q,turnover_mean_5q,compound_return_ls,annual_return_ls,max_drawdown_ls,sharpe_ls,turnover_mean_ls,annual_return_bm,ic_mean,ir,good_ic,status,compound_return_ls2,annual_return_ls2,max_drawdown_ls2,sharpe_ls2,turnover_mean_ls2
hs300,1y,567f7b439d7f25e0d04d7911e8c703f8,financing_cash_growth_rate,筹资活动产生的现金流量净额增长率, 过去12个月的筹资现金流量净额 / 4季度前的12个月的筹资现金流量净额 - 1,0.379322,0.397929,0.098905,0.129831,1.957539,0.010699,0.217132,0.227138,-0.035353,0.099437,1.498933,0.013249,-0.129563,-0.134581,0.157539,-1.710542,0.011974,0.272110,0.001483,0.026755,0.725000,0,0.137378,0.143495,0.069796,1.014046,0.011974
hs300,1y,db970d46b687cb85a1b425cda97cf75f,net_invest_cash_flow_ttm,投资活动现金流量净额TTM, 计算过去12个月 投资活动现金流量净额 之和,0.102897,0.107407,-0.129473,0.107907,0.547384,0.008681,0.191462,0.200191,-0.056536,0.093836,1.073080,0.013403,0.079302,0.082739,0.065795,0.449042,0.011042,0.272110,-0.003349,-0.033792,0.850000,0,-0.081490,-0.084737,0.147558,-1.310567,0.011042
hs300,1y,4894a0b6caf55aaed939647c12fe4d24,debt_to_equity_ratio,产权比率, 产权比率=负债合计/归属母公司所有者权益合计,0.165486,0.172946,-0.077952,0.072244,1.043458,0.004381,0.108048,0.112795,-0.125237,0.157204,0.450332,0.001808,-0.048742,-0.050720,0.154137,-0.974585,0.003094,0.272110,-0.002009,-0.027323,0.787500,0,0.042557,0.044369,0.074320,0.046937,0.003094
hs300,1y,fbf81e71530ba958d7e1cab0d6961d12,VOL10,10日平均换手率," 10日换手率的均值,单位为%",0.194811,0.203705,-0.053773,0.073271,1.288640,0.043484,0.704577,0.742880,0.370070,0.132118,2.738199,0.048008,0.434157,0.455867,0.114796,2.101750,0.045746,0.272110,-0.014378,-0.083133,0.937500,0,-0.328754,-0.339811,0.337244,-1.919525,0.045746
hs300,1y,a72307bb2258d548d702891730b28395,DAVOL10,10日平均换手率与120日平均换手率之比, 10日平均换手率 / 120日平均换手率,0.345846,0.362605,0.071137,0.074402,2.075026,0.083973,0.283838,0.297273,0.019780,0.105125,1.478838,0.090238,-0.050901,-0.052965,0.147842,-0.720570,0.087105,0.272110,-0.019695,-0.191625,0.841667,0,0.036987,0.038558,0.083376,-0.011177,0.087105
hs300,1y,e19b84cfd4eea381d9c43da62b27926a,VDEA,计算VMACD因子的中间变量, EMA(VDIFF，M)    short设置为12，long设置为26，M设置为9,0.293886,0.307852,0.028096,0.117379,1.827223,0.085784,0.211074,0.220776,-0.040354,0.087305,1.216072,0.090091,-0.070833,-0.073673,0.160431,-0.903678,0.087937,0.272110,-0.017301,-0.219966,0.850000,0,0.060054,0.062633,0.107212,0.179927,0.087937
hs300,1y,70378d59a4655fa55fb24524a241b833,super_quick_ratio,超速动比率, （货币资金+交易性金融资产+应收票据+应收帐款+其他应收款）／流动负债合计,0.166532,0.174043,-0.077090,0.096371,0.935803,0.007205,0.292230,0.306108,0.026725,0.097180,1.626266,0.006664,0.105363,0.109986,0.058246,0.671342,0.006934,0.272110,0.002227,0.032302,0.720833,0,-0.104713,-0.108829,0.176790,-1.427645,0.006934
hs300,1y,fdfc5509e50a8e625cf3e18673caa0b2,inventory_turnover_rate,存货周转率, 存货周转率=营业成本（TTM）/存货,0.379061,0.397653,0.098689,0.068096,2.151055,0.005502,0.132752,0.138651,-0.104912,0.097137,0.792780,0.003842,-0.189263,-0.196319,0.247765,-1.949852,0.004672,0.272110,-0.001721,-0.014354,0.833333,0,0.216035,0.225986,0.069493,1.534555,0.004672
hs300,1y,66fdf33f9de9b3cd5ebf49265944bdb7,financial_expense_ttm,财务费用TTM, 计算过去12个月 财务费用 之和,0.225704,0.236142,-0.028274,0.067516,1.435764,0.008410,0.367155,0.385086,0.088810,0.103267,2.132610,0.005378,0.110931,0.115811,0.096685,0.597118,0.006894,0.272110,-0.003134,-0.048723,0.766667,0,-0.113668,-0.118113,0.191914,-1.245362,0.006894
hs300,1y,a5c5128ef2b15a90b36c1b4aa3f85e1f,operating_profit_growth_rate,营业利润增长率, 营业利润增长率=(今年营业利润（TTM）/去年营业利润（TTM）)-1,0.154155,0.161070,-0.087288,0.128515,1.105650,0.008481,0.590873,0.621948,0.275005,0.109677,2.884714,0.011600,0.373441,0.391721,0.126567,1.839953,0.010040,0.272110,0.013283,0.119443,0.854167,0,-0.297233,-0.307486,0.302029,-1.817796,0.010040
